condition_group,condition,age_group,number_covid19_deaths
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,126.3891866090994
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",75-84,21.72314144843896
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,1.974831040767178
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,23.039695475617076
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,358.76097240603735
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,305.4405343053235
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,157.32820624778518
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,233.68833982411607
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,217.23141448438957
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,159.9613143021414
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,269.8935755715143
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,497.65742227332885
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,858.3932257201334
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,880.1163671685723
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,420.6390116834089
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,153.37854416625083
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",85+,24.356249502795194
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,0.0
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,3.2913850679452965
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,104.00776814707137
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,1034.1531883484122
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,893.2819074403535
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,500.2905303276851
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,907.1057247257238
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,731.3457620974449
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,537.1540430886724
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,750.4357954915276
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,1358.0254790342294
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,2519.22613100533
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,2681.1622763482387
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,1351.4427088983389
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,539.1288741294396
"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events",All Ages,74.38530253556371
All other conditions and causes (residual),All other conditions and causes (residual),0-24,0.0
All other conditions and causes (residual),All other conditions and causes (residual),0-24,0.0
All other conditions and causes (residual),All other conditions and causes (residual),0-24,7.899324163068712
All other conditions and causes (residual),All other conditions and causes (residual),0-24,42.788005883288854
All other conditions and causes (residual),All other conditions and causes (residual),0-24,37.52178977457638
All other conditions and causes (residual),All other conditions and causes (residual),0-24,31.59729665227485
All other conditions and causes (residual),All other conditions and causes (residual),0-24,66.485978372495
All other conditions and causes (residual),All other conditions and causes (residual),0-24,42.788005883288854
All other conditions and causes (residual),All other conditions and causes (residual),0-24,23.697972489206137
All other conditions and causes (residual),All other conditions and causes (residual),0-24,29.62246561150767
All other conditions and causes (residual),All other conditions and causes (residual),0-24,51.34560705994663
All other conditions and causes (residual),All other conditions and causes (residual),0-24,80.30979565786524
All other conditions and causes (residual),All other conditions and causes (residual),0-24,88.20911982093395
All other conditions and causes (residual),All other conditions and causes (residual),0-24,63.1945933045497
All other conditions and causes (residual),All other conditions and causes (residual),0-24,27.647634570740493
All other conditions and causes (residual),All other conditions and causes (residual),0-24,1.974831040767178
All other conditions and causes (residual),All other conditions and causes (residual),25-34,0.0
All other conditions and causes (residual),All other conditions and causes (residual),25-34,0.0
All other conditions and causes (residual),All other conditions and causes (residual),25-34,27.647634570740493
All other conditions and causes (residual),All other conditions and causes (residual),25-34,143.50438896241494
All other conditions and causes (residual),All other conditions and causes (residual),25-34,96.10844398400266
All other conditions and causes (residual),All other conditions and causes (residual),25-34,79.65151864427618
All other conditions and causes (residual),All other conditions and causes (residual),25-34,146.13749701677116
All other conditions and causes (residual),All other conditions and causes (residual),25-34,104.66604516066043
All other conditions and causes (residual),All other conditions and causes (residual),25-34,91.50050488887925
All other conditions and causes (residual),All other conditions and causes (residual),25-34,67.80253239967311
All other conditions and causes (residual),All other conditions and causes (residual),25-34,126.3891866090994
All other conditions and causes (residual),All other conditions and causes (residual),25-34,211.9651983756771
All other conditions and causes (residual),All other conditions and causes (residual),25-34,296.88293312866574
All other conditions and causes (residual),All other conditions and causes (residual),25-34,144.82094298959305
All other conditions and causes (residual),All other conditions and causes (residual),25-34,59.24493122301534
